freq_Hz,S11_dB,S21_dB
1.532031250000000000e+09,-9.370718367509700997e+00,-5.486321522459700617e-01
1.536405625000000000e+09,-9.343255744659288098e+00,-5.522353168305664806e-01
1.540780000000000000e+09,-9.315754875165872306e+00,-5.558574329471264175e-01
1.545154375000000000e+09,-9.288216208434674215e+00,-5.594992997589606221e-01
1.549528750000000000e+09,-9.260640229300570070e+00,-5.631617539363599212e-01
1.553903125000000000e+09,-9.233027455444334564e+00,-5.668456668376021801e-01
1.558277500000000000e+09,-9.205378434761753326e+00,-5.705519415915096815e-01
1.562651875000000000e+09,-9.177693742697325519e+00,-5.742815100953755358e-01
1.567026250000000000e+09,-9.149973979554768988e+00,-5.780353299423175439e-01
1.571400625000000000e+09,-9.122219767796144296e+00,-5.818143812920439917e-01
1.575775000000000000e+09,-9.094431749341513438e+00,-5.856196636992584414e-01
1.580149375000000000e+09,-9.066610582880933578e+00,-5.894521929137921390e-01
1.584523750000000000e+09,-9.038756941210346341e+00,-5.933129976665292293e-01
1.588898125000000000e+09,-9.010871508602619429e+00,-5.972031164551463434e-01
